CASE;SERIAL;REF;QUESTNNR;MODE;STARTED;IN01_01;IN02_01;IN03;IN04_01;QU01;QU02;QU03;QU04;QU05;QU06;QU07;QU08;RA01_01;RA01_02;RA01_03;RA01_04;RA01_05;RA01_06;RA01_07;RA01_08;RA01_09;RA01_10;RA01_11;RA01_12;RA01_13;RA01_14;RA01_15;RA01_16;RA01_17;RA01_18;RA01_21;RA01_22;RA01_23;RA02_01;TIME001;TIME002;TIME003;TIME004;TIME005;TIME006;TIME007;TIME008;TIME009;TIME010;TIME011;TIME_SUM;MAILSENT;LASTDATA;FINISHED;LASTPAGE;MAXPAGE;MISSING;MISSREL;DEG_MISS;DEG_TIME;DEGRADE;ComprehensionSum;QuestionnaireVar;condition
277; ; ;NM;interview;2/24/2015;777;30;2;xw5c;1;1;1;1;1;1;1;1;2;1;2;2;2;3;3;4;4;4;3;3;5;3;3;1;1;2;3;1;7;The tts sometimes produces sounds hard to understand, in particular at the beginning of the spoken sentences<br>The background is too dark, hair are not visible<br>The lack of precision in the spoken lines (i.e. hard to interpret) deviates the attention from looking her face, so I can't say that I have payed attention to her facial expressions and nonverbal behaviors<br>In general I would appreciate some gestures, half body visible then<br>She could ask the user to check if the message was understood, otherwise repeat it may be slowly;566;56; ;11;30;8;9;11;10;6;225;269; ;2/24/2015;1;11;11;0;0;0;5;5;8;1,34558823529412;1
278; ; ;Her;interview;2/24/2015;29881713;37;2;xw5c;1;1;1;0;1;1;1;1;3;3;5;4;4;4;3;5;5;2;5;5;5;5;5;4;2;4;7;1;7;sometimes its hard to understand what she say;54;26;49;6;68;53;49;25; ;36;139;216; ;2/24/2015;1;11;11;0;0;0;2;2;7;1,11029411764706;3
280; ; ;Her;interview;2/24/2015;17950689;34;1;xw5c;1;1;1;1;1;1;1;1;5;4;5;5;4;5;5;5;5;5;5;5;5;4;3;4;4;5;7;1;7; ;106;81; ;6;26;16;97;6;11;6;35;307; ;2/24/2015;1;11;11;3;2;33;4;37;8;,382352941176471;3
281; ; ;BL;interview;2/24/2015;31127245;39;2;xw5c;1;1;1;1;1;1;1;1;3;5;3;2;2;2;2;4;4;5;4;4;5;3;4;1;1;5;7;1;6; ;92;48;27;9;28;13;36;7; ;10;67;315; ;2/24/2015;1;11;11;3;2;33;0;33;8;1,97058823529412;2
282; ; ;BL;interview;2/24/2015;3588528;28;1;xw5c;1;1;1;1;1;1;1;1;4;4;4;3;4;5;4;5;5;5;5;4;6;5;3;1;4;2;7;1;7;Too inpersonal;54;14; ;5;21;17;12;6;12;4;67;212; ;2/24/2015;1;11;11;0;0;0;11;11;8;1,55882352941176;2
283; ; ;Yu;interview;2/24/2015;20404755;42;2;xw5c;1;1;1;1;1;1;1;1;4;4;5;5;4;4;4;4;5;4;4;5;5;6;5;1;4;6;6;2;6;The tone and cadence she used in her voice seemed more robotic than human.;98;26;12;6; ;11;14;10;13;9;117;316; ;2/24/2015;1;11;11;0;0;0;1;1;8;1,25735294117647;4
285; ; ;Yu;interview;2/24/2015;24036434;57;2;xw5c;1;1;1;1;1;1;0;1;5;5;5;5;5;6;6;5;6;6;6;6;6;6;6;7;5;6;7;2;5; ;93;98;12;8;13;7;13;7; ;10;43;231; ;2/24/2015;1;11;11;3;2;33;9;41;7;,345588235294118;4
286; ; ;Her;interview;2/24/2015;14528761;40;2;xw5c;1;1;1;1;1;1;1;1;6;4;5;5;5;6;4;6;7;7;6;7;7;6;5;4;2;4;7;2;7; ;68;13; ;9;15;6;11;5;9;4;33;173; ;2/24/2015;1;11;11;3;2;33;21;54;8;1,97058823529412;3
287; ; ;NM;interview;2/24/2015;31166078;21;2;xw5c;1;1;0;1;1;1;1;1;4;4;4;4;4;4;3;4;4;4;6;5;6;4;4;4;2;2;7;1;7; ;90;70;49;6;82;8;78;10; ;8;63;306; ;2/24/2015;1;11;11;3;2;33;1;34;7;1,125;1
292; ; ;Yu;interview;2/24/2015;29686407;51;1;xw5c;1;1;1;1;1;1;1;1;4;1;2;2;2;5;1;6;5;7;6;5;7;4;5;2;1;1;6;1;7;I found her very robotic.  Some of her words slipped in to each other.;82;136;18;8; ;12;13;5;11;7;67;248; ;2/24/2015;1;11;11;0;0;0;3;3;8;4,99264705882353;4
293; ; ;Her;interview;2/24/2015;25212093;32;2;xw5c;0;0;1;1;1;1;1;1;4;2;4;5;4;4;5;6;4;5;5;3;6;3;4;2;4;3;5;1;6;Her speech did not sound natural and was sometimes difficult to understand.;61;17; ;17;21;13;13;7;14;9;98;259; ;2/24/2015;1;11;11;0;0;0;4;4;6;1,43382352941176;3
295; ; ;Her;interview;2/24/2015;20416470;32;2;xw5c;1;1;1;1;1;1;1;1;5;3;5;3;3;5;5;4;5;5;5;4;6;4;2;3;2;2;5;1;7; ;57;43;14;7;26;12; ;7;25;5;69;265; ;2/24/2015;1;11;11;3;2;33;3;36;8;1,61029411764706;3
296; ; ;Yu;interview;2/24/2015;19378092;52;1;xw5c;1;1;1;1;1;1;1;1;6;4;6;4;4;4;4;4;4;5;5;5;4;4;4;6;4;4;6;1;7;sounds almost like there is a slight stutter;48;25;15;7;21;15;17;7; ;11;61;227; ;2/24/2015;1;11;11;0;0;0;3;3;8;,507352941176471;4
299; ; ;BL;interview;2/24/2015;21875134;49;2;xw5c;1;1;1;1;1;1;1;1;5;3;5;5;5;4;5;6;5;6;6;5;5;6;5;3;4;5;6;1;6;"I'm not sure the added comments at the end of some videos (eg. ""Are you looking forward to it?"") help with remembering the details of the appointment, they just distract you after you've been told important information. I guess it makes her seem more friendly and human, but we know she doesn't really care either way, so why not just keep her on topic.<br><br>On the survey itself, the screen has a tiny play button and a massive NEXT button on one occasion I clicked Next instead of play and couldn't go back to watch the video so had to restart the survey from the biginning. A big play button and a next button which doesn't work until you've watched the video would be a good idea for the future.";29;34;12;8;27;9; ;15;18;9;395;209; ;2/24/2015;1;11;11;0;0;0;9;9;8;,860294117647059;2
301; ; ;BL;interview;2/24/2015;mcz1231;56;1;xw5c;1;1;0;1;1;1;1;1;4;1;3;4;5;5;2;6;7;6;7;5;6;4;2;4;2;1;7;1;7;no;409;274;13;5; ;10;13;6;410;6;46;208; ;2/24/2015;1;11;11;0;0;0;4;4;7;3,98529411764706;2
303; ; ;Her;interview;2/24/2015;29490578;25;1;xw5c;1;1;1;1;1;1;1;1;7;3;5;5;6;6;3;6;4;7;6;5;7;5;4;1;2;4;7;1;7;She slurred speech on some words;61;47;37;4; ;14;50;5;26;9;49;244; ;2/24/2015;1;11;11;0;0;0;6;6;8;2,86764705882353;3
304; ; ;NM;interview;2/24/2015;30901412;49;2;xw5c;1;1;0;1;1;1;1;1;4;4;6;5;3;4;4;4;5;5;4;5;6;5;4;5;4;3;6;3;6; ;66;34; ;23;22;8;22;7;28;6;29;212; ;2/24/2015;1;11;11;3;2;33;6;39;7;,764705882352941;1
305; ; ;Yu;interview;2/24/2015;6338946;58;1;xw5c;1;1;0;1;1;1;1;1;6;5;6;6;6;7;7;7;7;7;7;7;7;7;7;5;4;6;7;1;7;no I did not notice anything particular, it was weird watching the videos with a non-human;104;54; ;9;18;9;14;7;12;7;84;318; ;2/24/2015;1;11;11;0;0;0;2;2;7;,86764705882353;4
310; ; ;Her;interview;2/24/2015;29866862;28;2;xw5c;0;1;1;1;1;1;1;1;3;2;4;4;3;4;4;5;5;6;6;4;6;5;5;3;1;3;7;1;7;No other comments;90;17; ;16;34;16;13;8;11;9;134;338; ;2/24/2015;1;11;11;0;0;0;3;3;7;1,98529411764706;3
312; ; ;NM;interview;2/24/2015;10390268;49;1;xw5c;1;1;0;1;1;1;1;1;4;4;4;4;4;4;4;3;4;4;4;4;4;4;3;4;4;3;5;2;6;it was interesting;108;13;11;6;13;8;13;6; ;6;51;235; ;2/24/2015;1;11;11;0;0;0;13;13;7;,154411764705882;1
315; ; ;Yu;interview;2/24/2015;30759652;48;1;xw5c;1;1;0;1;1;1;1;1;6;6;5;5;4;5;5;6;7;5;7;6;7;6;7;3;2;3;5;2;6;none;35;51;18;5;63;9;26;6; ;6;76;254; ;2/24/2015;1;11;11;0;0;0;8;8;7;2,31617647058824;4
316; ; ;Yu;interview;2/24/2015;21832559;25;1;xw5c;1;1;1;0;1;1;1;1;7;3;7;7;7;7;7;7;7;7;7;7;7;4;5;5;5;4;7;1;7;"Sounds that are familiar such as ""s"" or ""c"" need to be pronounced better";58;115;16;4;26;8; ;5;10;5;63;220; ;2/24/2015;1;11;11;0;0;0;9;9;7;1,93382352941176;4
320; ; ;NM;interview;2/24/2015;30738008;39;2;xw5c;1;1;1;1;1;1;1;1;5;4;5;4;4;6;4;6;6;5;6;6;6;5;6;4;4;4;6;1;7;The speech seems jumbled at times.;112;40;20;10; ;11;12;12;10;6;72;305; ;2/24/2015;1;11;11;0;0;0;2;2;8;,875;1
323; ; ;BL;interview;2/24/2015;13779544;45;1;xw5c;1;1;1;1;1;1;1;1;3;5;3;2;4;5;4;7;7;7;7;6;7;6;4;3;1;1;7;1;7;She looks freaky and scary and does not pronounce her works very well;120;98; ;9;43;19;19;9;14;10;85;353; ;2/24/2015;1;11;11;0;0;0;0;0;8;4,49264705882353;2
324; ; ;BL;interview;2/24/2015;14890972;50;1;xw5c;1;1;1;1;1;1;1;1;5;5;6;4;4;4;4;5;5;6;6;5;7;4;4;6;4;4;7;1;7;no thanks;100;54;24;8;18;17;18;8; ;10;57;314; ;2/24/2015;1;11;11;0;0;0;1;1;8;,985294117647059;2
325; ; ;Yu;interview;2/24/2015;31091664;28;2;xw5c;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;5;1;5; ;79;15;15;5;18;7; ;7;12;6;31;195; ;2/24/2015;1;11;11;3;2;33;11;44;6;,0588235294117647;4
326; ; ;Yu;interview;2/24/2015;23804661;44;1;xw5c;1;1;1;1;1;1;1;1;5;5;4;4;5;5;4;4;4;5;5;5;5;3;5;3;5;4;7;2;6;no;84;28;15;6;47;8; ;8;17;6;36;255; ;2/24/2015;1;11;11;0;0;0;4;4;8;,507352941176471;4
327; ; ;BL;interview;2/24/2015;25351671;32;2;xw5c;1;1;1;1;1;1;1;1;3;1;5;3;3;3;3;3;4;4;4;4;4;3;3;2;3;2;5;1;7;Her appearance was rather distracting. I found it easier to hear what she said if i closed my eyes.;64;26; ;6;15;10;11;5;13;5;72;227; ;2/24/2015;1;11;11;0;0;0;7;7;8;,904411764705882;2
336; ; ;Yu;interview;2/24/2015;6417041;25;1;xw5c;1;1;0;1;1;1;1;1;4;4;5;4;6;3;2;5;5;5;4;5;5;4;6;4;5;4;5;3;6; ;116;32;17;8; ;11;30;11;16;7;66;314; ;2/24/2015;1;11;11;3;2;33;0;33;7;1,01470588235294;4
338; ; ;BL;interview;2/24/2015;22669040;42;1;xw5c;1;1;1;1;1;1;1;1;5;4;5;5;4;5;5;4;5;4;6;4;6;4;5;5;4;4;7;1;7; ;87;22;16;8;17;11; ;13;17;7;55;253; ;2/24/2015;1;11;11;3;2;33;2;35;8;,49264705882353;2
340; ; ;Yu;interview;2/24/2015;31524054;36;2;xw5c;1;1;1;1;1;1;1;1;6;6;5;6;5;5;5;6;6;6;6;7;7;7;6;6;5;4;7;1;7; ;68;15;13;5;23;16;12;7; ;7;51;217; ;2/24/2015;1;11;11;3;2;33;7;40;8;,691176470588235;4
341; ; ;BL;interview;2/24/2015;31285455;35;1;xw5c;0;1;1;1;1;1;1;1;4;4;6;5;4;4;4;4;5;5;5;4;5;4;4;3;1;4;6;1;6;The graphic is a little robotic, most especially as the lips move, but other than that it is very clever;72;17;19;6;53;20; ;12;21;13;86;312; ;2/24/2015;1;11;11;0;0;0;2;2;7;1,15441176470588;2
342; ; ;Yu;interview;2/24/2015;kristen.watt;24;1;xw5c;1;1;1;1;1;1;1;1;5;2;5;3;4;4;3;4;3;5;5;5;6;4;4;3;2;2;6;2;6;n/a;28;14;11;5; ;7;16;5;9;4;37;136; ;2/24/2015;1;11;11;0;0;0;25;25;8;1,44117647058824;4
344; ; ;NM;interview;2/24/2015;11911928;36;2;xw5c;1;1;1;1;1;1;1;1;6;6;6;6;6;5;6;6;6;5;6;5;6;6;5;6;6;4;6;1;6; ;112;81;19;7; ;7;25;7;15;8;45;326; ;2/24/2015;1;11;11;3;2;33;3;36;8;,367647058823529;1
347; ; ;NM;interview;2/24/2015;23078157;26;1;xw5c;1;1;0;1;1;1;1;1;5;2;3;4;3;5;4;2;4;5;5;5;6;4;4;2;2;2;7;1;6;It sounds very robotic and not like recorded speech.;52;14;9;6; ;10;9;4;9;5;55;173; ;2/24/2015;1;11;11;0;0;0;18;18;7;1,74264705882353;1
352; ; ;BL;interview;2/24/2015;18881135;28;1;xw5c;1;1;1;1;1;1;1;1;6;2;4;5;4;6;5;7;7;7;7;7;7;7;5;6;1;5;7;1;7;could talk a bit slower so it would be easier to understand her;85;52;29;7;28;20;20;7; ;8;70;326; ;2/24/2015;1;11;11;0;0;0;0;0;8;3,38235294117647;2
353; ; ;Her;interview;2/24/2015;13300986;52;1;xw5c;1;1;1;1;1;1;1;1;5;1;4;1;2;2;1;6;4;6;6;4;7;2;1;5;1;1;7;1;7;The movement of her mouth is not at all in sync with what she is saying. It's not very pleasant to watch.;60;17;11;6;14;7; ;7;11;8;63;204; ;2/24/2015;1;11;11;0;0;0;10;10;8;4,77941176470588;3
354; ; ;Yu;interview;2/24/2015;25198079;24;1;xw5c;1;1;1;0;1;1;1;1;7;4;7;6;4;6;6;6;6;6;6;7;7;6;4;5;4;4;7;1;6; ;68;13;17;4;15;5;13;6; ;4;44;189; ;2/24/2015;1;11;11;3;2;33;20;53;7;1,26470588235294;4
355; ; ;BL;interview;2/24/2015;8261925;46;1;xw5c;1;1;1;1;1;1;1;1;5;2;4;4;4;5;2;5;4;5;5;4;4;4;4;4;2;2;5;2;6; ;1004;47;14;7; ;12;15;7;11;5;89;279; ;2/24/2015;1;11;11;3;2;33;2;35;8;1,19117647058824;2
356; ; ;BL;interview;2/24/2015;22423108;48;2;xw5c;1;1;1;1;1;1;0;1;3;2;3;4;2;4;5;5;5;5;5;4;5;5;5;4;2;3;5;1;7;is this a real thing?  it seems like it's from the 90's not 2015?;83;177;25;8; ;8;22;9;18;11;105;314; ;2/24/2015;1;11;11;0;0;0;1;1;7;1,375;2
360; ; ;BL;interview;2/24/2015;30544555;33;1;xw5c;1;1;1;1;1;1;1;1;5;3;3;5;4;5;5;6;6;6;6;6;5;4;6;3;2;3;6;1;7;yes this Armandia needs to speak a little slower and louder. I had rereload them several times to understand what she was saying;72;26;21;7;31;10; ;16;23;9;120;326; ;2/24/2015;1;11;11;0;0;0;0;0;8;1,88235294117647;2
361; ; ;Yu;interview;2/24/2015;22859678;44;1;xw5c;1;1;1;1;1;1;1;1;5;4;5;5;4;5;5;5;5;4;4;5;6;5;5;5;4;4;4;1;7; ;71;41;13;8; ;6;11;9;11;9;64;243; ;2/24/2015;1;11;11;3;2;33;6;39;8;,345588235294118;4
364; ; ;Yu;interview;2/24/2015;babe90;59;1;xw5c;1;1;1;1;1;1;1;1;5;4;5;5;6;5;4;7;7;7;7;6;7;6;6;5;4;1;7;1;7;none;109;158;18;10;19;10;26;6; ;6;56;285; ;2/24/2015;1;11;11;0;0;0;1;1;8;2,50735294117647;4
365; ; ;BL;interview;2/24/2015;23952683;53;1;xw5c;1;1;1;1;1;1;1;1;7;4;7;7;4;6;6;4;4;4;6;6;7;6;6;6;4;4;7;1;7; ;78;20;15;7;22;22; ;7;16;8;61;256; ;2/24/2015;1;11;11;3;2;33;1;34;8;1,49264705882353;2
366; ; ;Yu;interview;2/24/2015;4589536;36;1;xw5c;1;1;1;1;1;1;1;1;6;4;6;5;4;5;4;4;5;5;6;4;6;2;3;4;2;2;7;1;7;Armandia never blinked her eyes at all. Very unnerving.;57;15;14;5;23;7; ;6;13;5;62;207; ;2/24/2015;1;11;11;0;0;0;10;10;8;1,77941176470588;4
369; ; ;Her;interview;2/24/2015;31241093;21;1;xw5c;1;1;1;1;1;1;1;1;6;5;5;6;5;6;4;5;6;6;7;6;7;4;4;5;2;4;7;1;7;No;49;17; ;5;17;6;14;6;12;4;50;180; ;2/24/2015;1;11;11;0;0;0;14;14;8;1,61029411764706;3
370; ; ;NM;interview;2/24/2015;27667288;40;2;xw5c;1;0;1;1;1;1;1;1;3;4;3;2;3;4;4;4;3;4;4;3;5;4;4;4;3;4;3;2;5; ;70;200;78;9;11;10; ;7;9;6;91;253; ;2/24/2015;1;11;11;3;2;33;7;40;7;,492647058823529;1
371; ; ;Yu;interview;2/24/2015;6589667;37;1;xw5c;1;1;1;1;1;1;1;1;1;2;2;1;2;2;3;3;4;2;3;2;4;2;3;1;2;1;6;2;5; ;83;31;21;8;41;14; ;8;22;7;39;274; ;2/24/2015;1;11;11;3;2;33;2;35;8;,845588235294118;4
372; ; ;Her;interview;2/24/2015;10445685;52;1;xw5c;1;1;1;1;1;1;1;1;7;4;6;5;6;6;5;4;7;6;7;6;7;3;4;4;1;2;6;1;7; ;143;23;14;7;29;14; ;6;19;5;50;310; ;2/24/2015;1;11;11;3;2;33;3;36;8;3,11029411764706;3
373; ; ;NM;interview;2/24/2015;23208814;46;2;xw5c;1;1;1;1;1;1;1;1;5;4;4;5;4;5;3;6;7;6;6;4;6;5;5;6;3;5;7;1;7; ;1380;31;10;4;20;7; ;6;11;4;73;238; ;2/24/2015;1;11;11;3;2;33;11;44;8;1,30882352941176;1
375; ; ;Her;interview;2/24/2015;17348946;38;2;xw5c;1;1;1;1;1;1;1;1;6;4;5;6;4;5;6;6;6;6;6;5;7;4;5;6;4;6;7;1;7; ;50;14;14;4;17;9;13;4; ;4;40;169; ;2/24/2015;1;11;11;3;2;33;19;52;8;,867647058823529;3
376; ; ;Yu;interview;2/24/2015;20602057;29;1;xw5c;1;1;0;1;1;1;0;1;6;5;6;6;5;4;7;6;5;7;6;6;4;6;5;6;5;6;6;1;6; ;46;19;14;6; ;6;13;6;13;7;29;159; ;2/24/2015;1;11;11;3;2;33;14;47;6;,75735294117647;4
378; ; ;BL;interview;2/24/2015;22984878;38;1;xw5c;0;1;0;1;1;1;1;1;6;4;6;6;6;6;6;6;5;5;6;6;6;6;6;6;6;6;6;1;6; ;64;26; ;18;15;11;13;8;12;9;40;204; ;2/24/2015;1;11;11;3;2;33;5;38;6;,316176470588235;2
